Konsole,Spiel,Datum,Spielzeit,Erstes Mal,Sound,Grafik,Controls,Schwierigkeit,Spaß,Chat,Dennsen,Gesamt,Video Link,Genre
SNES,Jurassic Park,,,,,,,,,,,,,Action
SNES,"Jurassic Park Part 2: 
The Chaos Continues",,,,,,,,,,,,,Shooter
SNES,Justice League Task Force,,,,,,,,,,,,,Action
SNES,"K.H. Rummenigge's Player Manager
(EU: Kevin Keegan's Player Manager)",,,,,,,,,,,,,Action
SNES,Kawasaki Superbikes,,,,,,,,,,,,,Rennspiel
SNES,Kevin Keegan's Player Manager,,,,,,,,,,,,,Action
SNES,Kick Off,,,,,,,,,,,,,Sport
SNES,Kick Off 3: European Challenge,,,,,,,,,,,,,Sport
SNES,Kid Klown in Crazy Chase,,,,,,,,,,,,,Action
SNES,Killer Instinct,,,,,,,,,,,,,Prügelspiel
SNES,King Arthur's World,,,,,,,,,,,,,Action
SNES,King of Dragons,,,,,,,,,,,,,Action
SNES,King of the Monsters,,,,,,,,,,,,,Action
SNES,Kirby's Dream Course,,,,,,,,,,,,,Jump & Run
SNES,"Kirby's Fun Pak
(US: Kirby Super Star)",,,,,,,,,,,,,Jump & Run
SNES,Kirby's Ghost Trap,,,,,,,,,,,,,Jump & Run
SNES,Krusty's Super Fun House,,,,,,,,,,,,,Action
SNES,Lagoon,,,,,,,,,,,,,Action
SNES,Lamborghini American Challenge,,,,,,,,,,,,,Action
SNES,Last Action Hero,,,,,,,,,,,,,Action
SNES,"Lawnmower Man, The",,,,,,,,,,,,,Action
SNES,Legend,,,,,,,,,,,,,Action
SNES,The Legend of the Mystical Ninja,,,,,,,,,,,,,Action
SNES,Lemmings,,,,,,,,,,,,,Puzzle
SNES,Lemmings 2: The Tribes,,,,,,,,,,,,,Puzzle
SNES,Lethal Weapon,,,,,,,,,,,,,Action
SNES,"Lion King, The",,,,,,,,,,,,,Jump & Run
SNES,Looney Tunes Basketball,,,,,,,,,,,,,Sport
SNES,Looney Tunes: Road Runner,,,,,,,,,,,,,Action
SNES,"J.R.R. Tolkien's The: 
Lord of the Rings Chapter 1",,,,,,,,,,,,,Action
SNES,"Lost Vikings 2, The: 
Norse by Norsewest",,,,,,,,,,,,,Action
SNES,The Lost Vikings,,,,,,,,,,,,,Action
SNES,Lothar Matthaeus Super Soccer,,,,,,,,,,,,,Sport
SNES,Lucky Luke,,,,,,,,,,,,,Action
SNES,Lufia,,,,,,,,,,,,,RPG
SNES,Madden '95,,,,,,,,,,,,,Action
SNES,Madden NFL '94,,,,,,,,,,,,,Action
SNES,Magic Boy,,,,,,,,,,,,,Action
SNES,Magic Sword,,,,,,,,,,,,,Sonstiges
SNES,Major Title,,,,,,,,,,,,,Action
SNES,"Manchester United 
Championship Soccer",,,,,,,,,,,,,Sport
SNES,Mario is Missing!,,,,,,,,,,,,,Jump & Run
SNES,Mario Paint,,,,,,,,,,,,,Sonstiges
SNES,Mario's Time Machine,,,,,,,,,,,,,Jump & Run
SNES,Marko's Magic Football,,,,,,,,,,,,,Action
SNES,"Marvel Super Heroes: 
War of the Gems",,,,,,,,,,,,,Action
SNES,The Mask,,,,,,,,,,,,,Action
SNES,Mechwarrior,,,,,,,,,,,,,Action
SNES,Mechwarrior 3050,,,,,,,,,,,,,Action
SNES,Mega Man 7,,,,,,,,,,,,,Action
SNES,Mega Man X,,,,,,,,,,,,,Action
SNES,Mega Man X2,,,,,,,,,,,,,Action
SNES,Mega Man X3,,,,,,,,,,,,,Action
SNES,Mega-Lo-Mania,,,,,,,,,,,,,Action
SNES,Metal Combat: Falcon's Revenge,,,,,,,,,,,,,Action
SNES,Metal Marines,,,,,,,,,,,,,Action
SNES,"Michael Jordan: 
Chaos in the Windy City",,,,,,,,,,,,,Rennspiel
SNES,Mickey Mania,,,,,,,,,,,,,Jump & Run
SNES,Micro Machines,,,,,,,,,,,,,Rennspiel
SNES,"Micro Machines 2: 
Turbo Tournament",,,,,,,,,,,,,Rennspiel
SNES,Might & Magic II,,,,,,,,,,,,,Action
SNES,"Mighty Morphin Power Rangers: 
The Fighting Edition",,,,,,,,,,,,,Action
SNES,Mohawk & Headphone Jack,,,,,,,,,,,,,Action
SNES,Mortal Kombat,,,,,,,,,,,,,Prügelspiel
SNES,Mortal Kombat 3,,,,,,,,,,,,,Prügelspiel
SNES,Mortal Kombat II,,,,,,,,,,,,,Prügelspiel
SNES,Mr. Do!,,,,,,,,,,,,,Action
SNES,Mr. Nutz,,,,,,,,,,,,,Action
SNES,Ms. Pac-Man,,,,,,,,,,,,,Action
SNES,NBA All-Star Challenge,,,,,,,,,,,,,Action
SNES,NBA Give 'n Go,,,,,,,,,,,,,Action
SNES,NBA Hang Time,,,,,,,,,,,,,Action
SNES,NBA Jam,,,,,,,,,,,,,Action
SNES,NBA Jam Tournament Edition,,,,,,,,,,,,,Action
SNES,NBA Live '95,,,,,,,,,,,,,Action
SNES,NBA Live '96,,,,,,,,,,,,,Action
SNES,NBA Live '97,,,,,,,,,,,,,Action
SNES,"Newman Haas IndyCar 
featuring Nigel Mansell",,,,,,,,,,,,,Rennspiel
SNES,NFL Football,,,,,,,,,,,,,Action
SNES,NFL Quarterback Club,,,,,,,,,,,,,Action
SNES,NFL Quarterback Club '96,,,,,,,,,,,,,Action
SNES,NHL '95,,,,,,,,,,,,,Action
SNES,NHL '96,,,,,,,,,,,,,Action
SNES,NHL '97,,,,,,,,,,,,,Action
SNES,NHL Hockey '94,,,,,,,,,,,,,Sport
SNES,NHLPA Hockey '93,,,,,,,,,,,,,Sport
SNES,"Nigel Mansell's 
World Championship Racing",,,,,,,,,,,,,Rennspiel
SNES,"Ninja Warriors: 
The New Generation",,,,,,,,,,,,,Action
SNES,Olympic Summer Games,,,,,,,,,,,,,Sport
SNES,On the Ball,,,,,,,,,,,,,Action
SNES,Operation Starfish,,,,,,,,,,,,,Action
SNES,Operation: Logic Bomb,,,,,,,,,,,,,Action
SNES,Oscar,,,,,,,,,,,,,Action
SNES,"Out to Lunch, Pierre le Chef is....",,,,,,,,,,,,,Action
SNES,Outlander,,,,,,,,,,,,,Action
SNES,Pac-Attack,,,,,,,,,,,,,Action
SNES,Pac-In-Time,,,,,,,,,,,,,Action
SNES,Pac-Man 2: The New Adventures,,,,,,,,,,,,,Action
SNES,The Pagemaster,,,,,,,,,,,,,Action
SNES,Paperboy 2,,,,,,,,,,,,,Action
SNES,Pebble Beach Golf Links,,,,,,,,,,,,,Sport
SNES,PGA European Tour,,,,,,,,,,,,,Action
SNES,PGA Tour '96,,,,,,,,,,,,,Action
SNES,PGA Tour Golf,,,,,,,,,,,,,Sport
SNES,Phalanx,,,,,,,,,,,,,Action
SNES,Phantom 2040,,,,,,,,,,,,,Action
SNES,Pilotwings,,,,,,,,,,,,,Action
SNES,Pinball Dreams,,,,,,,,,,,,,Sonstiges
SNES,Pinball Fantasies,,,,,,,,,,,,,Sonstiges
SNES,Pink Goes to Hollywood,,,,,,,,,,,,,Action
SNES,The Pirates of Dark Water,,,,,,,,,,,,,Strategie
SNES,Pit-Fighter,,,,,,,,,,,,,Action
SNES,Pitfall: The Mayan Adventure,,,,,,,,,,,,,Action
SNES,Plok,,,,,,,,,,,,,Jump & Run
SNES,Pocky & Rocky 2,,,,,,,,,,,,,Action
SNES,Pop'n TwinBee,,,,,,,,,,,,,Action
SNES,"Pop'n TwinBee: 
Rainbow Bell Adventures",,,,,,,,,,,,,Action
SNES,Populous,,,,,,,,,,,,,Strategie
SNES,"Populous II: 
Trials of the Olympian Gods",,,,,,,,,,,,,Strategie
SNES,Porky Pig's Haunted Holiday,,,,,,,,,,,,,Action
SNES,Power Piggs of the Dark Age,,,,,,,,,,,,,Action
SNES,PowerMonger,,,,,,,,,,,,,Strategie
SNES,Prehistorik Man,,,,,,,,,,,,,Jump & Run
SNES,Primal Rage,,,,,,,,,,,,,Prügelspiel
SNES,Prince of Persia,,,,,,,,,,,,,Jump & Run
SNES,Prince of Persia 2,,,,,,,,,,,,,Jump & Run
SNES,"Push-Over featuring G.I.ANT, 
This Game is no....",,,,,,,,,,,,,Action
SNES,Putty Squad,,,,,,,,,,,,,Action
SNES,Puzzle Bobble: Bust-A-Move,,,,,,,,,,,,,Puzzle
SNES,R-Type III,,,,,,,,,,,,,Shooter
SNES,Race Drivin',,,,,,,,,,,,,Action
SNES,Radical Rex,,,,,,,,,,,,,Action
SNES,"Ranma 1/2
(US: Ranma ½: Hard Battle)",,,,,,,,,,,,,Action
SNES,Realm,,,,,,,,,,,,,Action
SNES,"The Ren & Stimpy Show: 
Time Warp",,,,,,,,,,,,,Action
SNES,"The Ren & Stimpy Show: 
Veediots!",,,,,,,,,,,,,Action
SNES,Revolution X,,,,,,,,,,,,,Action
SNES,Rise of the Robots,,,,,,,,,,,,,Action
SNES,"Rival Turf
(JP: Rushing Beat)",,,,,,,,,,,,,Action
SNES,Road Riot 4WD,,,,,,,,,,,,,Action
SNES,RoboCop 3,,,,,,,,,,,,,Action
SNES,RoboCop vs. Terminator,,,,,,,,,,,,,Action
SNES,Rock 'n' Roll Racing,,,,,,,,,,,,,Rennspiel
SNES,Run Saber,,,,,,,,,,,,,Action
SNES,"Ryan Giggs World Class Soccer
(US: Champions - World Class Soccer)",,,,,,,,,,,,,Sport
SNES,S.O.S. Sink or Swim,,,,,,,,,,,,,Action
SNES,Samurai Shodown,,,,,,,,,,,,,Prügelspiel
SNES,Saturday Night Slammasters,,,,,,,,,,,,,Action
SNES,SeaQuest DSV,,,,,,,,,,,,,Action
SNES,Secret of Mana,,,,,,,,,,,,,RPG
SNES,Shadowrun,,,,,,,,,,,,,Action
SNES,Shanghai II: Dragon's Eye,,,,,,,,,,,,,Action
SNES,Shaq-Fu,,,,,,,,,,,,,Action
SNES,Side Pocket,,,,,,,,,,,,,Sport
SNES,Sim City,,,,,,,,,,,,,Action
SNES,Sim City 2000,,,,,,,,,,,,,Action
SNES,Skyblazer,,,,,,,,,,,,,Action
SNES,Smash Tennis,,,,,,,,,,,,,Sport
SNES,The Smurfs,,,,,,,,,,,,,Jump & Run
SNES,The Smurfs: Travel the World,,,,,,,,,,,,,Jump & Run
SNES,Soccer Kid,,,,,,,,,,,,,Sport
SNES,Soccer Shootout,,,,,,,,,,,,,Sport
SNES,Sonic Blast Man,,,,,,,,,,,,,Action
SNES,Soul Blazer,,,,,,,,,,,,,RPG
SNES,Space Ace,,,,,,,,,,,,,Action
SNES,Space Invaders,,,,,,,,,,,,,Shooter
SNES,Spanky's Quest,,,,,,,,,,,,,Action
SNES,Sparkster,,,,,,,,,,,,,Action
SNES,Spawn,,,,,,,,,,,,,Action
SNES,Spectre,,,,,,,,,,,,,Action
SNES,Spider-Man,,,,,,,,,,,,,Action
SNES,"Spider-Man/Venom: 
Maximum Carnage",,,,,,,,,,,,,Action
SNES,"Spider-Man/X-Men: 
Arcade's Revenge",,,,,,,,,,,,,Action
SNES,Spindizzy Worlds,,,,,,,,,,,,,Action
SNES,Spirou,,,,,,,,,,,,,Action
SNES,"Star Trek Deep Space Nine: 
Crossroads of Time",,,,,,,,,,,,,Action
SNES,"Star Trek The Next Generation: 
Future's Past",,,,,,,,,,,,,Action
SNES,Star Trek: Starfleet Academy,,,,,,,,,,,,,Action
SNES,Stargate,,,,,,,,,,,,,Action
SNES,"Starwing Competition
(US: Star Fox: Super Weekend - Competition Edition)",,,,,,,,,,,,,Action
SNES,Street Fighter Alpha 2,,,,,,,,,,,,,Prügelspiel
SNES,"Street Fighter II Turbo 
Limited Edition",,,,,,,,,,,,,Prügelspiel
SNES,"Street Fighter II: 
The World Warrior",,,,,,,,,,,,,Prügelspiel
SNES,Street Racer,,,,,,,,,,,,,Rennspiel
SNES,Striker,,,,,,,,,,,,,Action
SNES,Stunt Race FX,,,,,,,,,,,,,Action
SNES,Super Adventure Island,,,,,,,,,,,,,Jump & Run
SNES,Super Adventure Island II,,,,,,,,,,,,,Jump & Run
SNES,Super Air Diver,,,,,,,,,,,,,Action
SNES,Super Aleste,,,,,,,,,,,,,Action
SNES,"Super B.C. Kid
(US: Super Bonk)",,,,,,,,,,,,,Action
SNES,Super Battleship,,,,,,,,,,,,,Sonstiges
SNES,Super Battletank,,,,,,,,,,,,,Action
SNES,Super Bomberman,,,,,,,,,,,,,Action
SNES,Super Bomberman 2,,,,,,,,,,,,,Action
SNES,Super Bomberman 3,,,,,,,,,,,,,Action
SNES,Super Castlevania IV,,,,,,,,,,,,,Action
SNES,Super Chase H.Q.,,,,,,,,,,,,,Action
SNES,Super Conflict,,,,,,,,,,,,,Action
SNES,Super Dany,,,,,,,,,,,,,Action
SNES,Super Double Dragon,,,,,,,,,,,,,Prügelspiel
SNES,Super Dropzone,,,,,,,,,,,,,Shooter
SNES,Super Ghouls 'n Ghosts,,,,,,,,,,,,,Action
SNES,Super GOAL!,,,,,,,,,,,,,Sport
SNES,"Super Hockey
(US: NHL Stanley Cup)",,,,,,,,,,,,,Sport
SNES,Super Ice Hockey,,,,,,,,,,,,,Sport
SNES,Super International Cricket,,,,,,,,,,,,,Action
SNES,Super James Pond,,,,,,,,,,,,,Action
SNES,"Super Mario All-Stars 
& Super Mario World",,,,,,,,,,,,,Jump & Run
SNES,"Super Mario World 2 
Yoshi's Island",,,,,,,,,,,,,Puzzle
SNES,Super Metroid,,,,,,,,,,,,,Adventure
SNES,Super Morph,,,,,,,,,,,,,Action
SNES,"Super Nintendo Scope 6
(US: Super Scope 6)",,,,,,,,,,,,,Action
SNES,Super Off Road,,,,,,,,,,,,,Rennspiel
SNES,Super Pang,,,,,,,,,,,,,Action
SNES,Super Pinball: Behind the Mask,,,,,,,,,,,,,Sonstiges
SNES,Super Probotector: Alien Rebels,,,,,,,,,,,,,Action
SNES,Super Putty,,,,,,,,,,,,,Action
SNES,Super R-Type,,,,,,,,,,,,,Shooter
SNES,Super Smash T.V.,,,,,,,,,,,,,Action
SNES,Super Soccer,,,,,,,,,,,,,Sport
SNES,Super Star Wars,,,,,,,,,,,,,Action
SNES,"Super Star Wars: 
Return of the Jedi",,,,,,,,,,,,,Action
SNES,"Super Star Wars: 
The Empire Strikes Back",,,,,,,,,,,,,Action
SNES,Super Street Fighter II,,,,,,,,,,,,,Prügelspiel
SNES,Super Strike Eagle,,,,,,,,,,,,,Action
SNES,"Super Strike Gunner
(US: Strike Gunner S.T.G)",,,,,,,,,,,,,Action
SNES,"Super Swiv
(US: Firepower 2000)",,,,,,,,,,,,,Action
SNES,Super Tennis,,,,,,,,,,,,,Sport
SNES,Super Troll Islands,,,,,,,,,,,,,Action
SNES,Super Turrican,,,,,,,,,,,,,Action
SNES,Super Turrican 2,,,,,,,,,,,,,Action
SNES,Super Widget,,,,,,,,,,,,,Action
SNES,Syndicate,,,,,,,,,,,,,Strategie
SNES,Syvalion,,,,,,,,,,,,,Action
SNES,T2: Terminator 2 Judgment Day,,,,,,,,,,,,,Action
SNES,T2: The Arcade Game,,,,,,,,,,,,,Action
SNES,Taz-Mania,,,,,,,,,,,,,Action
SNES,Tecmo Super NBA Basketball,,,,,,,,,,,,,Sport
SNES,"Teenage Mutant Hero Turtles IV: 
Turtles in Time",,,,,,,,,,,,,Action
SNES,"Teenage Mutant Hero Turtles: 
Tournament Fighters",,,,,,,,,,,,,Prügelspiel
SNES,The Terminator,,,,,,,,,,,,,Action
SNES,Test Drive 2: The Duel,,,,,,,,,,,,,Action
SNES,Tetris & Dr. Mario,,,,,,,,,,,,,Puzzle
SNES,Tetris 2,,,,,,,,,,,,,Puzzle
SNES,Theme Park,,,,,,,,,,,,,Strategie
SNES,Thomas the Tank Engine & Friends,,,,,,,,,,,,,Action
SNES,Time Trax,,,,,,,,,,,,,Action
SNES,Timecop,,,,,,,,,,,,,Action
SNES,Timeslip,,,,,,,,,,,,,Action
SNES,Tintin in Tibet,,,,,,,,,,,,,Action
SNES,"Tiny Toon Adventures: 
Buster Busts Loose!",,,,,,,,,,,,,Jump & Run
SNES,"Tiny Toon: Wild & Wacky Sports
(US: Tiny Toon Adventures: Wacky Sports Challenge)",,,,,,,,,,,,,Jump & Run
SNES,TKO Super Championship Boxing,,,,,,,,,,,,,Sport
SNES,Tom and Jerry,,,,,,,,,,,,,Action
SNES,Top Gear,,,,,,,,,,,,,Rennspiel
SNES,Top Gear 2,,,,,,,,,,,,,Rennspiel
SNES,Total Carnage,,,,,,,,,,,,,Action
SNES,Toy Story,,,,,,,,,,,,,Action
SNES,Toys: Let the Toy Wars begin!,,,,,,,,,,,,,Action
SNES,Troy Aikman NFL Football,,,,,,,,,,,,,Action
SNES,True Lies,,,,,,,,,,,,,Action
SNES,Tuff E Nuff,,,,,,,,,,,,,Action
SNES,Turbo Toons,,,,,,,,,,,,,Action
SNES,Turn & Burn: No Fly Zone,,,,,,,,,,,,,Action
SNES,U.N. Squadron,,,,,,,,,,,,,Shooter
SNES,Ultimate Mortal Kombat 3,,,,,,,,,,,,,Prügelspiel
SNES,Ultraman,,,,,,,,,,,,,Action
SNES,Unirally,,,,,,,,,,,,,Rennspiel
SNES,"Urban Strike: 
The Sequel to Jungle Strike",,,,,,,,,,,,,Action
SNES,Utopia: The Creation of a Nation,,,,,,,,,,,,,Action
SNES,"Val d'Isere Championship
(US: Tommy Moe's Winter Extreme - Skiing and Snowboarding)",,,,,,,,,,,,,Action
SNES,Vegas Stakes,,,,,,,,,,,,,Action
SNES,"Venom/Spider-Man: 
Separation Anxiety",,,,,,,,,,,,,Action
SNES,Virtual Bart,,,,,,,,,,,,,Action
SNES,Virtual Soccer,,,,,,,,,,,,,Sport
SNES,Vortex,,,,,,,,,,,,,Action
SNES,Warlock,,,,,,,,,,,,,Action
SNES,WarpSpeed,,,,,,,,,,,,,Action
SNES,Waterworld,,,,,,,,,,,,,Action
SNES,Wayne's World,,,,,,,,,,,,,Action
SNES,We're Back: A Dinosaur's Story,,,,,,,,,,,,,Action
SNES,"Where in the World is 
Carmen Sandiego?",,,,,,,,,,,,,Action
SNES,Whirlo,,,,,,,,,,,,,Action
SNES,Whizz,,,,,,,,,,,,,Action
SNES,Wild Guns,,,,,,,,,,,,,Action
SNES,Wing Commander,,,,,,,,,,,,,Action
SNES,"Wing Commander: 
The Secret Missions",,,,,,,,,,,,,Action
SNES,Winter Gold,,,,,,,,,,,,,Action
SNES,Winter Olympics: Lillehammer '94,,,,,,,,,,,,,Sport
SNES,Wolfenstein 3D,,,,,,,,,,,,,Action
SNES,Wolverine Adamantium Rage,,,,,,,,,,,,,Action
SNES,World Class Rugby,,,,,,,,,,,,,Action
SNES,World Cup Striker,,,,,,,,,,,,,Sport
SNES,World Cup USA '94,,,,,,,,,,,,,Sport
SNES,World Heroes,,,,,,,,,,,,,Prügelspiel
SNES,"World League Basketball
(US: NCAA Basketball)",,,,,,,,,,,,,Sport
SNES,World Masters Golf,,,,,,,,,,,,,Sport
SNES,Worms,,,,,,,,,,,,,Action
SNES,WWF Raw,,,,,,,,,,,,,Action
SNES,WWF Royal Rumble,,,,,,,,,,,,,Action
SNES,WWF Super Wrestlemania,,,,,,,,,,,,,Action
SNES,"WWF Wrestlemania: 
The Arcade Game",,,,,,,,,,,,,Action
SNES,X-Kaliber 2097,,,,,,,,,,,,,Action
SNES,X-Men: Mutant Apocalypse,,,,,,,,,,,,,Action
SNES,Yogi Bear's Cartoon Capers,,,,,,,,,,,,,Action
SNES,Yoshi's Cookie,,,,,,,,,,,,,Puzzle
SNES,Yoshi's Safari,,,,,,,,,,,,,Puzzle
SNES,Young Merlin,,,,,,,,,,,,,Action
SNES,Zero the Kamikaze Squirrel,,,,,,,,,,,,,Jump & Run
SNES,Zombies,,,,,,,,,,,,,Action
SNES,Zool: Ninja of the Nth Dimension,,,,,,,,,,,,,Jump & Run
SNES,Zoop,,,,,,,,,,,,,Puzzle
Game Boy,Wario Land: Super Mario Land 3,10.03.2026,2h44m,NEIN,8,9,8,5,8,"8,11","8,22","8,20",https://youtu.be/AU5oas8hXXI,Jump & Run
Game Boy,Dr. Mario,10.03.2026,0h17m,NEIN,8,5,5,5,7,"6,61","6,56","6,57",https://youtu.be/cOePpRFuH0w,Puzzle
Game Boy,Rampart,11.03.2026,0h36m,JA,5,4,7,5,6,"6,02","5,44","5,55",https://youtu.be/0AQ6AVvKq5k,Strategie
Game Boy,Earthworm Jim,13.03.2026,0h28m,JA,6,8,7,5,6,"4,74","6,56","6,23",https://youtu.be/h08WT7bRRZc,Jump & Run
Game Boy,NBA All-Star Challenge 2,16.03.2026,0h15m,JA,3,6,5,7,2,"3,10","3,44","3,38",https://www.youtube.com/live/pftze2W1vTA?si=YniRSQKMfACgEkQJ&t=19308,Action
Game Boy,Spy vs. Spy: Operation Boobytrap,22.03.2026,0h08m,JA,4,6,5,4,0,"1,10","2,78","2,47",https://www.youtube.com/live/dw61uyWsgeY?si=5fLdCqvugUfBfZi1&t=15759,Action
Game Boy,Felix the Cat,30.03.2026,0h22m,JA,7,6,8,2,8,"6,46","7,33","7,17",https://www.youtube.com/live/3H_HC7R0NcU?si=fjLlhW9ngGpvCT-S&t=15269,Jump & Run
Game Boy,Pang,09.04.2026,0h11m,JA,5,3,5,7,3,"3,53","3,67","3,64",https://www.youtube.com/live/rkIkvxVD6cc?si=UqKolkw5LcXlBv0u&t=10320,Action
Game Boy,Adventures of Lolo,09.04.2026,0h21m,JA,5,6,5,8,7,"5,20","6,11","5,95",https://www.youtube.com/live/rkIkvxVD6cc?si=udNo_yV4K_6VXiis&t=11516,Puzzle
Game Boy,4-in-1 Fun Pak,,,,,,,,,,,,,Sonstiges
Game Boy,4-in-1 Funpak: Volume II,,,,,,,,,,,,,Sonstiges
Game Boy,Adventure Island,,,,,,,,,,,,,Jump & Run
Game Boy,Adventure Island II,,,,,,,,,,,,,Jump & Run
Game Boy,Aerostar,,,,,,,,,,,,,Action
Game Boy,Aladdin,,,,,,,,,,,,,Jump & Run
Game Boy,Alfred Chicken,,,,,,,,,,,,,Jump & Run
Game Boy,Alien Olympics 2044 AD,,,,,,,,,,,,,Sport
Game Boy,Alien3,,,,,,,,,,,,,Action
Game Boy,Alleyway,,,,,,,,,,,,,Action
Game Boy,"Altered Space: A 3-D 
Alien Adventure",,,,,,,,,,,,,Action
Game Boy,Amazing Penguin,,,,,,,,,,,,,Action
Game Boy,Animaniacs,,,,,,,,,,,,,Action
Game Boy,"Arcade Classic No. 1: 
Asteroids/Missile Command",,,,,,,,,,,,,Action
Game Boy,"Arcade Classic No. 2: 
Centipede/Millipede",,,,,,,,,,,,,Action
Game Boy,"Arcade Classic No. 3: 
Galaga/Galaxian",,,,,,,,,,,,,Shooter
Game Boy,"Arcade Classic No. 4: 
Defender/Joust",,,,,,,,,,,,,Action
Game Boy,"Arcade Classics: 
Super Breakout/Battlezone",,,,,,,,,,,,,Sonstiges
Game Boy,Asterix,,,,,,,,,,,,,Jump & Run
Game Boy,Asterix & Obelix,,,,,,,,,,,,,Jump & Run
Game Boy,Asteroids,,,,,,,,,,,,,Action
Game Boy,Attack of the Killer Tomatoes,,,,,,,,,,,,,Action
Game Boy,Avenging Spirit,,,,,,,,,,,,,Action
Game Boy,"B.C. Kid
(US: Bonk's Adventure)",,,,,,,,,,,,,Action
Game Boy,"B.C. Kid 2
(US: Bonk's Revenge)",,,,,,,,,,,,,Action
Game Boy,Baby T-Rex / Bamse,,,,,,,,,,,,,Action
Game Boy,Balloon Kid,,,,,,,,,,,,,Action
Game Boy,Barbie: Game Girl,,,,,,,,,,,,,Action
Game Boy,"Bart Simpson's Escape from 
Camp Deadly",,,,,,,,,,,,,Action
Game Boy,Baseball,,,,,,,,,,,,,Sport
Game Boy,Batman Forever,,,,,,,,,,,,,Action
Game Boy,Batman: Return of the Joker,,,,,,,,,,,,,Action
Game Boy,Batman: The Animated Series,,,,,,,,,,,,,Action
Game Boy,Batman: The Video Game,,,,,,,,,,,,,Action
Game Boy,Battle Arena Toshinden,,,,,,,,,,,,,Action
Game Boy,Battle Unit Zeoth,,,,,,,,,,,,,Action
Game Boy,Battleship,,,,,,,,,,,,,Sonstiges
Game Boy,Battletoads,,,,,,,,,,,,,Prügelspiel
Game Boy,"Battletoads & Double Dragon: 
The Ultimate Team",,,,,,,,,,,,,RPG
Game Boy,Battletoads in Ragnarok's World,,,,,,,,,,,,,Prügelspiel
Game Boy,Beavis and Butt-head,,,,,,,,,,,,,Action
Game Boy,"Beethoven: 
The Ultimate Canine Caper",,,,,,,,,,,,,RPG
Game Boy,"Best of the Best: 
Championship Karate",,,,,,,,,,,,,Prügelspiel
Game Boy,"Bill & Ted's Excellent Game Boy 
Adventure: A Bogus Journey!",,,,,,,,,,,,,Action
Game Boy,Bionic Commando,,,,,,,,,,,,,Action
Game Boy,Blades of Steel,,,,,,,,,,,,,Action
Game Boy,Blaster Master Jr.,,,,,,,,,,,,,Action
Game Boy,Bomb Jack,,,,,,,,,,,,,Action
Game Boy,Bomberman GB,,,,,,,,,,,,,Action
Game Boy,Boulder Dash,,,,,,,,,,,,,Puzzle
Game Boy,Boxxle,,,,,,,,,,,,,Puzzle
Game Boy,Boxxle II,,,,,,,,,,,,,Puzzle
Game Boy,Brain Drain,,,,,,,,,,,,,Action
Game Boy,Brainbender,,,,,,,,,,,,,Action
Game Boy,Bram Stoker's Dracula,,,,,,,,,,,,,Action
Game Boy,Bubble Bobble,,,,,,,,,,,,,Action
Game Boy,Bubble Bobble Part 2,,,,,,,,,,,,,Action
Game Boy,Bubble Ghost,,,,,,,,,,,,,Action
Game Boy,Bubsy II,,,,,,,,,,,,,Jump & Run
Game Boy,Burai Fighter Deluxe,,,,,,,,,,,,,Shooter
Game Boy,BurgerTime Deluxe,,,,,,,,,,,,,Action
Game Boy,Bust-A-Move 2: Arcade Edition,,,,,,,,,,,,,Puzzle
Game Boy,Bust-a-Move 3 DX,,,,,,,,,,,,,Puzzle
Game Boy,Caesars Palace,,,,,,,,,,,,,Action
Game Boy,Casino FunPak,,,,,,,,,,,,,Sonstiges
Game Boy,Casper,,,,,,,,,,,,,Action
Game Boy,Castelian,,,,,,,,,,,,,Action
Game Boy,Castle Quest,,,,,,,,,,,,,Action
Game Boy,Castlevania II: Belmont's Revenge,,,,,,,,,,,,,Action
Game Boy,Castlevania Legends,,,,,,,,,,,,,Action
Game Boy,Castlevania: The Adventure,,,,,,,,,,,,,Action
Game Boy,Centipede,,,,,,,,,,,,,Action
Game Boy,Chase H.Q.,,,,,,,,,,,,,Action
Game Boy,Choplifter II,,,,,,,,,,,,,Action
Game Boy,Choplifter III,,,,,,,,,,,,,Action
Game Boy,Chuck Rock,,,,,,,,,,,,,Action
Game Boy,Cliffhanger,,,,,,,,,,,,,Action
Game Boy,Cool Hand,,,,,,,,,,,,,Action
Game Boy,Cool Spot,,,,,,,,,,,,,Jump & Run
Game Boy,Cool World,,,,,,,,,,,,,Action
Game Boy,Cutthroat Island,,,,,,,,,,,,,Action
Game Boy,Daffy Duck: The Marvin Missions,,,,,,,,,,,,,Action
Game Boy,Darkwing Duck,,,,,,,,,,,,,Action
Game Boy,"David Crane's The Rescue 
of Princess Blobette",,,,,,,,,,,,,Action
Game Boy,Days of Thunder,,,,,,,,,,,,,Rennspiel
Game Boy,Dennis,,,,,,,,,,,,,Action
Game Boy,Desert Strike: Return to the Gulf,,,,,,,,,,,,,Action
Game Boy,Dexterity,,,,,,,,,,,,,Action
Game Boy,Die Maus,,,,,,,,,,,,,Action
Game Boy,Dig Dug,,,,,,,,,,,,,Action
Game Boy,Donkey Kong,,,,,,,,,,,,,Jump & Run
Game Boy,Donkey Kong Land,,,,,,,,,,,,,Jump & Run
Game Boy,Donkey Kong Land 2,,,,,,,,,,,,,Jump & Run
Game Boy,Donkey Kong Land III,,,,,,,,,,,,,Jump & Run
